grid_id,lat,lon,climateZone
0000150,39.4471,-75.3539,-9
0000151,39.4469,-75.319,-9
0000152,39.4467,-75.2841,-9
0000153,39.4464,-75.2491,-9
0000154,39.4462,-75.2142,-9
0000155,39.4459,-75.1793,-9
0000156,39.4457,-75.1443,-9
0000157,39.4454,-75.1094,-9
0000158,39.4451,-75.0745,-9
0000159,39.4448,-75.0396,-9
0000160,39.4445,-75.0047,-9
0000161,39.4442,-74.9697,-9
0000162,39.4438,-74.9348,-9
0000163,39.4435,-74.8999,-9
0000164,39.4431,-74.865,-9
0000165,39.4427,-74.8301,-9
0000166,39.4424,-74.7951,-9
0000167,39.442,-74.7602,-9
0000168,39.4416,-74.7253,-9
0000169,39.4412,-74.6904,-9
0000170,39.4407,-74.6555,-9
0000171,39.4403,-74.6205,-9
0000172,39.4398,-74.5856,-9
0000173,39.4394,-74.5507,-9
0000174,39.4389,-74.5158,-9
0000175,39.4384,-74.4809,-9
0000176,39.4379,-74.446,-9
0000177,39.4374,-74.4111,-9
0000178,39.4369,-74.3762,-9
0000179,39.4364,-74.3412,-9
0000180,39.4359,-74.3063,-9
0000181,39.4353,-74.2714,-9
0000182,39.4347,-74.2365,-9
0000183,39.4342,-74.2016,-9
0000184,39.4336,-74.1667,-9
0000185,39.433,-74.1318,-9
0000186,39.4324,-74.0969,-9
0000187,39.4318,-74.062,-9
0000188,39.4311,-74.0271,-9
0000189,39.4305,-73.9922,-9
0000190,39.4299,-73.9572,-9
0000191,39.4292,-73.9223,-9
0000192,39.4285,-73.8875,-9
0000193,39.4278,-73.8525,-9
0000194,39.4271,-73.8176,-9
0000195,39.4264,-73.7827,-9
0000196,39.4257,-73.7478,-9
0000197,39.425,-73.7129,-9
0000198,39.4242,-73.678,-9
0000199,39.4235,-73.6431,-9
0000200,39.4227,-73.6082,-9
0000201,39.422,-73.5733,-9
0000202,39.4212,-73.5385,-9
0000203,39.4204,-73.5035,-9
0000204,39.4196,-73.4687,-9
0000205,39.4188,-73.4337,-9
0000206,39.4179,-73.3989,-9
0000207,39.4171,-73.364,-9
0000208,39.4162,-73.3291,-9
0000209,39.4154,-73.2942,-9
0000210,39.4145,-73.2593,-9
0000211,39.4136,-73.2244,-9
0000212,39.4127,-73.1895,-9
0000213,39.4118,-73.1546,-9
0000214,39.4109,-73.1198,-9
0000215,39.41,-73.0849,-9
0000216,39.409,-73.05,-9
0000217,39.4081,-73.0151,-9
0000218,39.4071,-72.9802,-9
0000219,39.4061,-72.9453,-9
0000220,39.4051,-72.9105,-9
0000221,39.4041,-72.8756,-9
0000222,39.4031,-72.8407,-9
0000223,39.4021,-72.8058,-9
0000224,39.4011,-72.771,-9
0000225,39.4,-72.7361,-9
0000226,39.399,-72.7012,-9
0000227,39.3979,-72.6664,-9
0000228,39.3968,-72.6315,-9
0000229,39.3958,-72.5966,-9
0000230,39.3947,-72.5617,-9
0000231,39.3935,-72.5269,-9
0000232,39.3924,-72.492,-9
0000233,39.3913,-72.4572,-9
0000234,39.3901,-72.4223,-9
0000235,39.389,-72.3874,-9
0000236,39.3878,-72.3525,-9
0000237,39.3867,-72.3177,-9
0000238,39.3855,-72.2828,-9
0000239,39.3843,-72.248,-9
0000240,39.3831,-72.2131,-9
0000241,39.3818,-72.1783,-9
0000242,39.3806,-72.1434,-9
0000243,39.3794,-72.1086,-9
0000244,39.3781,-72.0737,-9
0000245,39.3768,-72.0389,-9
0000246,39.3756,-72.004,-9
0000247,39.3743,-71.9692,-9
0000248,39.373,-71.9343,-9
0000249,39.3717,-71.8995,-9
0000250,39.3703,-71.8647,-9
0000251,39.369,-71.8298,-9
0000252,39.3677,-71.795,-9
0000253,39.3663,-71.7601,-9
0000254,39.3649,-71.7253,-9
0000255,39.3636,-71.6905,-9
0000256,39.3622,-71.6556,-9
0000257,39.3608,-71.6208,-9
0000258,39.3594,-71.586,-9
0000259,39.3579,-71.5511,-9
0000260,39.3565,-71.5163,-9
0000261,39.3551,-71.4815,-9
0000262,39.3536,-71.4467,-9
0000263,39.3521,-71.4118,-9
0010000,39.3791,-80.5901,-9
0010001,39.3805,-80.5552,-9
0010002,39.382,-80.5204,-9
0010003,39.3834,-80.4856,-9
0010004,39.3849,-80.4507,-9
0010005,39.3863,-80.4159,-9
0010006,39.3877,-80.381,-9
0010007,39.3891,-80.3462,-9
0010008,39.3905,-80.3113,-9
0010009,39.3919,-80.2765,-9
0010010,39.3932,-80.2416,-9
0010011,39.3946,-80.2068,-9
0010012,39.3959,-80.1719,-9
0010013,39.3973,-80.1371,-9
0010014,39.3986,-80.1022,-9
0010015,39.3999,-80.0674,-9
0010016,39.4012,-80.0325,-9
0010017,39.4025,-79.9976,-9
0010018,39.4038,-79.9628,-9
0010019,39.405,-79.9279,-9
0010020,39.4063,-79.8931,-9
0010021,39.4075,-79.8582,-9
0010022,39.4088,-79.8233,-9
0010023,39.41,-79.7885,-9
0010024,39.4112,-79.7536,-9
0010025,39.4124,-79.7187,-9
0010026,39.4136,-79.6838,-9
0010027,39.4148,-79.649,-9
0010028,39.4159,-79.6141,-9
0010029,39.4171,-79.5792,-9
0010030,39.4182,-79.5443,-9
0010031,39.4194,-79.5095,-9
0010032,39.4205,-79.4746,-9
0010033,39.4216,-79.4397,-9
0010034,39.4227,-79.4048,-9
0010035,39.4238,-79.3699,-9
0010036,39.4249,-79.3351,-9
0010037,39.4259,-79.3002,-9
0010038,39.427,-79.2653,-9
0010039,39.428,-79.2304,-9
0010040,39.4291,-79.1955,-9
0010041,39.4301,-79.1606,-9
0010042,39.4311,-79.1257,-9
0010043,39.4321,-79.0908,-9
0010044,39.4331,-79.0559,-9
0010045,39.434,-79.021,-9
0010046,39.435,-78.9861,-9
0010047,39.436,-78.9512,-9
0010048,39.4369,-78.9163,-9
0010049,39.4378,-78.8814,-9
0010050,39.4387,-78.8466,-9
0010051,39.4397,-78.8116,-9
0010052,39.4405,-78.7767,-9
0010053,39.4414,-78.7418,-9
0010054,39.4423,-78.7069,-9
0010055,39.4432,-78.672,-9
0010056,39.444,-78.6371,-9
0010057,39.4449,-78.6022,-9
0010058,39.4457,-78.5673,-9
0010059,39.4465,-78.5324,-9
0010060,39.4473,-78.4975,-9
0010061,39.4481,-78.4626,-9
0010062,39.4489,-78.4277,-9
0010063,39.4497,-78.3928,-9
0010064,39.4505,-78.3578,-9
0010065,39.4512,-78.3229,-9
0010066,39.4519,-78.288,-9
0010067,39.4527,-78.2531,-9
0010068,39.4534,-78.2182,-9
0010069,39.4541,-78.1833,-9
0010070,39.4548,-78.1484,-9
0010071,39.4555,-78.1134,-9
0010072,39.4561,-78.0785,-9
0010073,39.4568,-78.0436,-9
0010074,39.4575,-78.0087,-9
0010075,39.4581,-77.9738,-9
0010076,39.4587,-77.9388,-9
0010077,39.4593,-77.9039,-9
0010078,39.46,-77.869,-9
0010079,39.4605,-77.8341,-9
0010080,39.4611,-77.7991,-9
0010081,39.4617,-77.7642,-9
0010082,39.4623,-77.7293,-9
0010083,39.4628,-77.6944,-9
0010084,39.4633,-77.6595,-9
0010085,39.4639,-77.6245,-9
0010086,39.4644,-77.5896,-9
0010087,39.4649,-77.5547,-9
0010088,39.4654,-77.5197,-9
0010089,39.4659,-77.4848,-9
0010090,39.4663,-77.4499,-9
0010091,39.4668,-77.4149,-9
0010092,39.4673,-77.38,-9
0010093,39.4677,-77.3451,-9
0010094,39.4681,-77.3102,-9
0010095,39.4685,-77.2752,-9
0010096,39.4689,-77.2403,-9
0010097,39.4693,-77.2054,-9
0010098,39.4697,-77.1704,-9
0010099,39.4701,-77.1355,-9
0010100,39.4704,-77.1006,-9
0010101,39.4708,-77.0656,-9
0010102,39.4711,-77.0307,-9
0010103,39.4715,-76.9958,-9
0010104,39.4718,-76.9608,-9
0010105,39.4721,-76.9259,-9
0010106,39.4724,-76.8909,-9
0010107,39.4726,-76.856,-9
0010108,39.4729,-76.8211,-9
0010109,39.4732,-76.7861,-9
0010110,39.4734,-76.7512,-9
0010111,39.4736,-76.7162,-9
0010112,39.4739,-76.6813,-9
0010113,39.4741,-76.6464,-9
0010114,39.4743,-76.6115,-9
0010115,39.4745,-76.5765,-9
0010116,39.4747,-76.5416,-9
0010117,39.4748,-76.5066,-9
0010118,39.475,-76.4717,-9
0010119,39.4751,-76.4368,-9
0010120,39.4753,-76.4018,-9
0010121,39.4754,-76.3669,-9
0010122,39.4755,-76.3319,-9
0010123,39.4756,-76.297,-9
0010124,39.4757,-76.2621,-9
0010125,39.4758,-76.2271,-9
0010126,39.4758,-76.1922,-9
0010127,39.4759,-76.1572,-9
0010128,39.4759,-76.1223,-9
0010129,39.476,-76.0873,-9
0010130,39.476,-76.0524,-9
0010131,39.476,-76.0175,-9
0010132,39.476,-75.9825,-9
0010133,39.476,-75.9476,-9
0010134,39.476,-75.9127,-9
0010135,39.4759,-75.8777,-9
0010136,39.4759,-75.8428,-9
0010137,39.4758,-75.8078,-9
0010138,39.4758,-75.7729,-9
0010139,39.4757,-75.7379,-9
0010140,39.4756,-75.703,-9
0010141,39.4755,-75.6681,-9
0010142,39.4754,-75.6331,-9
0010143,39.4753,-75.5982,-9
0010144,39.4751,-75.5632,-9
0010145,39.475,-75.5283,-9
0010146,39.4748,-75.4934,-9
0010147,39.4747,-75.4584,-9
0010148,39.4745,-75.4235,-9
0010149,39.4743,-75.3885,-9
0010150,39.4741,-75.3536,-9
0010151,39.4739,-75.3187,-9
0010152,39.4736,-75.2838,-9
0010153,39.4734,-75.2488,-9
0010154,39.4732,-75.2139,-9
0010155,39.4729,-75.1789,-9
0010156,39.4726,-75.144,-9
0010157,39.4724,-75.1091,-9
0010158,39.4721,-75.0741,-9
0010159,39.4718,-75.0392,-9
0010160,39.4715,-75.0042,-9
0010161,39.4711,-74.9693,-9
0010162,39.4708,-74.9344,-9
0010163,39.4704,-74.8994,-9
0010164,39.4701,-74.8645,-9
0010165,39.4697,-74.8296,-9
0010166,39.4693,-74.7946,-9
0010167,39.4689,-74.7597,-9
0010168,39.4685,-74.7248,-9
0010169,39.4681,-74.6898,-9
0010170,39.4677,-74.6549,-9
0010171,39.4673,-74.62,-9
0010172,39.4668,-74.5851,-9
0010173,39.4663,-74.5501,-9
0010174,39.4659,-74.5152,-9
0010175,39.4654,-74.4803,-9
0010176,39.4649,-74.4453,-9
0010177,39.4644,-74.4104,-9
0010178,39.4639,-74.3755,-9
0010179,39.4633,-74.3405,-9
0010180,39.4628,-74.3056,-9
0010181,39.4623,-74.2707,-9
0010182,39.4617,-74.2358,-9
0010183,39.4611,-74.2009,-9
0010184,39.4605,-74.1659,-9
0010185,39.46,-74.131,-9
0010186,39.4593,-74.0961,-9
0010187,39.4587,-74.0612,-9
0010188,39.4581,-74.0262,-9
0010189,39.4575,-73.9913,-9
0010190,39.4568,-73.9564,-9
0010191,39.4561,-73.9215,-9
0010192,39.4555,-73.8866,-9
0010193,39.4548,-73.8516,-9
0010194,39.4541,-73.8167,-9
0010195,39.4534,-73.7818,-9
0010196,39.4527,-73.7469,-9
0010197,39.4519,-73.712,-9
0010198,39.4512,-73.6771,-9
0010199,39.4505,-73.6422,-9
0010200,39.4497,-73.6072,-9
0010201,39.4489,-73.5723,-9
0010202,39.4481,-73.5374,-9
0010203,39.4473,-73.5025,-9
0010204,39.4465,-73.4676,-9
0010205,39.4457,-73.4327,-9
0010206,39.4449,-73.3978,-9
0010207,39.444,-73.3629,-9
0010208,39.4432,-73.328,-9
0010209,39.4423,-73.2931,-9
0010210,39.4414,-73.2582,-9
0010211,39.4405,-73.2233,-9
0010212,39.4397,-73.1884,-9
0010213,39.4387,-73.1534,-9
0010214,39.4378,-73.1186,-9
0010215,39.4369,-73.0837,-9
0010216,39.436,-73.0488,-9
0010217,39.435,-73.0139,-9
0010218,39.434,-72.979,-9
0010219,39.4331,-72.9441,-9
0010220,39.4321,-72.9092,-9
0010221,39.4311,-72.8743,-9
0010222,39.4301,-72.8394,-9
0010223,39.4291,-72.8045,-9
0010224,39.428,-72.7696,-9
0010225,39.427,-72.7347,-9
0010226,39.4259,-72.6998,-9
0010227,39.4249,-72.6649,-9
0010228,39.4238,-72.6301,-9
0010229,39.4227,-72.5952,-9
0010230,39.4216,-72.5603,-9
0010231,39.4205,-72.5254,-9
0010232,39.4194,-72.4905,-9
0010233,39.4182,-72.4557,-9
0010234,39.4171,-72.4208,-9
0010235,39.4159,-72.3859,-9
0010236,39.4148,-72.351,-9
0010237,39.4136,-72.3162,-9
0010238,39.4124,-72.2813,-9
0010239,39.4112,-72.2464,-9
0010240,39.41,-72.2115,-9
0010241,39.4088,-72.1767,-9
0010242,39.4075,-72.1418,-9
0010243,39.4063,-72.1069,-9
0010244,39.405,-72.0721,-9
0010245,39.4038,-72.0372,-9
0010246,39.4025,-72.0024,-9
0010247,39.4012,-71.9675,-9
0010248,39.3999,-71.9326,-9
0010249,39.3986,-71.8978,-9
0010250,39.3973,-71.8629,-9
0010251,39.3959,-71.8281,-9
0010252,39.3946,-71.7932,-9
0010253,39.3932,-71.7584,-9
0010254,39.3919,-71.7235,-9
0010255,39.3905,-71.6887,-9
0010256,39.3891,-71.6538,-9
0010257,39.3877,-71.619,-9
0010258,39.3863,-71.5841,-9
0010259,39.3849,-71.5493,-9
0010260,39.3834,-71.5144,-9
0010261,39.382,-71.4796,-9
0010262,39.3805,-71.4448,-9
0010263,39.3791,-71.4099,-9
0020000,39.406,-80.592,-9
0020001,39.4075,-80.5571,-9
0020002,39.4089,-80.5223,-9
0020003,39.4104,-80.4874,-9
0020004,39.4118,-80.4526,-9
0020005,39.4132,-80.4177,-9
0020006,39.4146,-80.3828,-9
0020007,39.416,-80.348,-9
0020008,39.4174,-80.3131,-9
0020009,39.4188,-80.2783,-9
0020010,39.4202,-80.2434,-9
0020011,39.4215,-80.2085,-9
0020012,39.4229,-80.1736,-9
0020013,39.4242,-80.1388,-9
0020014,39.4255,-80.1039,-9
0020015,39.4268,-80.069,-9
0020016,39.4281,-80.0342,-9
0020017,39.4294,-79.9993,-9
0020018,39.4307,-79.9644,-9
0020019,39.432,-79.9295,-9
0020020,39.4332,-79.8947,-9
0020021,39.4345,-79.8598,-9
0020022,39.4357,-79.8249,-9
0020023,39.4369,-79.79,-9
0020024,39.4381,-79.7551,-9
0020025,39.4393,-79.7202,-9
0020026,39.4405,-79.6854,-9
0020027,39.4417,-79.6505,-9
0020028,39.4429,-79.6156,-9
0020029,39.444,-79.5807,-9
0020030,39.4452,-79.5458,-9
0020031,39.4463,-79.5109,-9
0020032,39.4474,-79.476,-9
0020033,39.4485,-79.4411,-9
0020034,39.4496,-79.4062,-9
0020035,39.4507,-79.3713,-9
0020036,39.4518,-79.3364,-9
0020037,39.4529,-79.3015,-9
0020038,39.4539,-79.2666,-9
0020039,39.455,-79.2317,-9
0020040,39.456,-79.1968,-9
0020041,39.457,-79.1619,-9
0020042,39.458,-79.127,-9
0020043,39.459,-79.0921,-9
0020044,39.46,-79.0572,-9
0020045,39.461,-79.0223,-9
0020046,39.462,-78.9874,-9
0020047,39.4629,-78.9525,-9
0020048,39.4639,-78.9175,-9
0020049,39.4648,-78.8826,-9
0020050,39.4657,-78.8477,-9
0020051,39.4666,-78.8128,-9
0020052,39.4675,-78.7779,-9
0020053,39.4684,-78.743,-9
0020054,39.4693,-78.7081,-9
0020055,39.4701,-78.6732,-9
0020056,39.471,-78.6382,-9
0020057,39.4718,-78.6033,-9
0020058,39.4727,-78.5684,-9
0020059,39.4735,-78.5334,-9
0020060,39.4743,-78.4985,-9
0020061,39.4751,-78.4636,-9
0020062,39.4759,-78.4287,-9
0020063,39.4767,-78.3937,-9
0020064,39.4774,-78.3588,-9
0020065,39.4782,-78.3239,-9
0020066,39.4789,-78.289,-9
0020067,39.4796,-78.254,-9
0020068,39.4803,-78.2191,-9
0020069,39.4811,-78.1842,-9
0020070,39.4818,-78.1493,-9
0020071,39.4824,-78.1143,-9
0020072,39.4831,-78.0794,-9
0020073,39.4838,-78.0444,-9
0020074,39.4844,-78.0095,-9
0020075,39.4851,-77.9746,-9
0020076,39.4857,-77.9396,-9
0020077,39.4863,-77.9047,-9
0020078,39.4869,-77.8698,-9
0020079,39.4875,-77.8348,-9
0020080,39.4881,-77.7999,-9
0020081,39.4887,-77.765,-9
0020082,39.4892,-77.73,-9
0020083,39.4898,-77.6951,-9
0020084,39.4903,-77.6602,-9
0020085,39.4908,-77.6252,-9
0020086,39.4914,-77.5903,-9
0020087,39.4919,-77.5553,-9
0020088,39.4924,-77.5204,-9
0020089,39.4928,-77.4854,-9
0020090,39.4933,-77.4505,-9
0020091,39.4938,-77.4155,-9
0020092,39.4942,-77.3806,-9
0020093,39.4947,-77.3456,-9
0020094,39.4951,-77.3107,-9
0020095,39.4955,-77.2758,-9
0020096,39.4959,-77.2408,-9
0020097,39.4963,-77.2059,-9
0020098,39.4967,-77.1709,-9
0020099,39.4971,-77.136,-9
0020100,39.4974,-77.101,-9
0020101,39.4978,-77.0661,-9
0020102,39.4981,-77.0311,-9
0020103,39.4984,-76.9962,-9
0020104,39.4987,-76.9612,-9
0020105,39.499,-76.9263,-9
0020106,39.4993,-76.8913,-9
0020107,39.4996,-76.8564,-9
0020108,39.4999,-76.8214,-9
0020109,39.5001,-76.7865,-9
0020110,39.5004,-76.7515,-9
0020111,39.5006,-76.7166,-9
0020112,39.5008,-76.6816,-9
0020113,39.5011,-76.6467,-9
0020114,39.5013,-76.6117,-9
0020115,39.5014,-76.5768,-9
0020116,39.5016,-76.5418,-9
0020117,39.5018,-76.5068,-9
0020118,39.502,-76.4719,-9
0020119,39.5021,-76.4369,-9
0020120,39.5022,-76.402,-9
0020121,39.5024,-76.367,-9
0020122,39.5025,-76.3321,-9
0020123,39.5026,-76.2971,-9
0020124,39.5027,-76.2621,-9
0020125,39.5027,-76.2272,-9
0020126,39.5028,-76.1923,-9
0020127,39.5029,-76.1573,-9
0020128,39.5029,-76.1223,-9
0020129,39.5029,-76.0874,-9
0020130,39.503,-76.0524,-9
0020131,39.503,-76.0175,-9
0020132,39.503,-75.9825,-9
0020133,39.503,-75.9476,-9
0020134,39.5029,-75.9126,-9
0020135,39.5029,-75.8777,-9
0020136,39.5029,-75.8427,-9
0020137,39.5028,-75.8077,-9
0020138,39.5027,-75.7728,-9
0020139,39.5027,-75.7379,-9
0020140,39.5026,-75.7029,-9
0020141,39.5025,-75.6679,-9
0020142,39.5024,-75.633,-9
0020143,39.5022,-75.598,-9
0020144,39.5021,-75.5631,-9
0020145,39.502,-75.5281,-9
0020146,39.5018,-75.4932,-9
0020147,39.5016,-75.4582,-9
0020148,39.5014,-75.4232,-9
0020149,39.5013,-75.3883,-9
0020150,39.5011,-75.3533,-9
0020151,39.5008,-75.3184,-9
0020152,39.5006,-75.2834,-9
0020153,39.5004,-75.2485,-9
0020154,39.5001,-75.2135,-9
0020155,39.4999,-75.1786,-9
0020156,39.4996,-75.1436,-9
0020157,39.4993,-75.1087,-9
0020158,39.499,-75.0737,-9
0020159,39.4987,-75.0388,-9
0020160,39.4984,-75.0038,-9
0020161,39.4981,-74.9689,-9
0020162,39.4978,-74.9339,-9
0020163,39.4974,-74.899,-9
0020164,39.4971,-74.864,-9
0020165,39.4967,-74.8291,-9
0020166,39.4963,-74.7941,-9
0020167,39.4959,-74.7592,-9
0020168,39.4955,-74.7242,-9
0020169,39.4951,-74.6893,-9
0020170,39.4947,-74.6544,-9
0020171,39.4942,-74.6194,-9
0020172,39.4938,-74.5845,-9
0020173,39.4933,-74.5495,-9
0020174,39.4928,-74.5146,-9
0020175,39.4924,-74.4796,-9
0020176,39.4919,-74.4447,-9
0020177,39.4914,-74.4097,-9
0020178,39.4908,-74.3748,-9
0020179,39.4903,-74.3398,-9
0020180,39.4898,-74.3049,-9
0020181,39.4892,-74.27,-9
0020182,39.4887,-74.235,-9
0020183,39.4881,-74.2001,-9
0020184,39.4875,-74.1652,-9
0020185,39.4869,-74.1302,-9
0020186,39.4863,-74.0953,-9
0020187,39.4857,-74.0604,-9
0020188,39.4851,-74.0254,-9
0020189,39.4844,-73.9905,-9
0020190,39.4838,-73.9556,-9
0020191,39.4831,-73.9206,-9
0020192,39.4824,-73.8857,-9
0020193,39.4818,-73.8507,-9
0020194,39.4811,-73.8158,-9
0020195,39.4803,-73.7809,-9
0020196,39.4796,-73.746,-9
0020197,39.4789,-73.711,-9
0020198,39.4782,-73.6761,-9
0020199,39.4774,-73.6412,-9
0020200,39.4767,-73.6063,-9
0020201,39.4759,-73.5713,-9
0020202,39.4751,-73.5364,-9
0020203,39.4743,-73.5015,-9
0020204,39.4735,-73.4666,-9
0020205,39.4727,-73.4316,-9
0020206,39.4718,-73.3967,-9
0020207,39.471,-73.3618,-9
0020208,39.4701,-73.3268,-9
0020209,39.4693,-73.2919,-9
0020210,39.4684,-73.257,-9
0020211,39.4675,-73.2221,-9
0020212,39.4666,-73.1872,-9
0020213,39.4657,-73.1523,-9
0020214,39.4648,-73.1174,-9
0020215,39.4639,-73.0825,-9
0020216,39.4629,-73.0475,-9
0020217,39.462,-73.0126,-9
0020218,39.461,-72.9777,-9
0020219,39.46,-72.9428,-9
0020220,39.459,-72.9079,-9
0020221,39.458,-72.873,-9
0020222,39.457,-72.8381,-9
0020223,39.456,-72.8032,-9
0020224,39.455,-72.7683,-9
0020225,39.4539,-72.7334,-9
0020226,39.4529,-72.6985,-9
0020227,39.4518,-72.6636,-9
0020228,39.4507,-72.6287,-9
0020229,39.4496,-72.5938,-9
0020230,39.4485,-72.5589,-9
0020231,39.4474,-72.524,-9
0020232,39.4463,-72.4891,-9
0020233,39.4452,-72.4542,-9
0020234,39.444,-72.4193,-9
0020235,39.4429,-72.3844,-9
0020236,39.4417,-72.3495,-9
0020237,39.4405,-72.3146,-9
0020238,39.4393,-72.2798,-9
0020239,39.4381,-72.2449,-9
0020240,39.4369,-72.21,-9
0020241,39.4357,-72.1751,-9
0020242,39.4345,-72.1402,-9
0020243,39.4332,-72.1053,-9
0020244,39.432,-72.0705,-9
0020245,39.4307,-72.0356,-9
0020246,39.4294,-72.0007,-9
0020247,39.4281,-71.9658,-9
0020248,39.4268,-71.931,-9
0020249,39.4255,-71.8961,-9
0020250,39.4242,-71.8612,-9
0020251,39.4229,-71.8264,-9
0020252,39.4215,-71.7915,-9
0020253,39.4202,-71.7566,-9
0020254,39.4188,-71.7217,-9
0020255,39.4174,-71.6869,-9
0020256,39.416,-71.652,-9
