grid_id,lat,lon,climateZone,zipcode
1010196,42.1515,-73.6491,5,12521
1010197,42.1507,-73.6127,5,12521
1010198,42.15,-73.5763,5,12516
1010199,42.1492,-73.5399,5,12529
1010200,42.1484,-73.5034,5,12517
1020029,42.1413,-79.736,9,14736
1020030,42.1425,-79.6996,9,14736
1020031,42.1437,-79.6632,9,14781
1020032,42.1449,-79.6268,9,14781
1020033,42.146,-79.5904,9,14781
1020034,42.1472,-79.554,9,14781
1020035,42.1483,-79.5176,9,14781
1020036,42.1494,-79.4812,9,14757
1020037,42.1505,-79.4448,9,14710
1020038,42.1516,-79.4084,9,14785
1020039,42.1527,-79.3719,9,14712
1020040,42.1538,-79.3355,9,-9
1020041,42.1549,-79.2991,9,14701
1020042,42.1559,-79.2627,9,14701
1020043,42.157,-79.2263,9,14733
1020044,42.158,-79.1898,9,14733
1020045,42.159,-79.1534,9,14733
1020046,42.16,-79.117,9,14747
1020047,42.161,-79.0806,9,14747
1020048,42.162,-79.0442,9,14772
1020049,42.163000000000004,-79.0078,1,14772
1020050,42.1639,-78.9713,1,14772
1020051,42.1649,-78.9349,1,14772
1020052,42.1658,-78.8984,1,-9
1020053,42.1668,-78.862,1,-9
1020054,42.1677,-78.8256,1,-9
1020055,42.1686,-78.7892,1,14755
1020056,42.1695,-78.7527,1,14779
1020057,42.1704,-78.7163,1,14779
1020058,42.1712,-78.6799,1,14779
1020059,42.1721,-78.6434,1,14748
1020060,42.1729,-78.607,1,14741
1020061,42.1738,-78.5706,1,14741
1020062,42.1746,-78.5341,1,-9
1020063,42.1754,-78.4977,1,-9
1020064,42.1762,-78.4612,1,-9
1020065,42.177,-78.4248,1,14743
1020066,42.1777,-78.3883,1,14743
1020067,42.1785,-78.3519,1,14727
1020068,42.1793,-78.3155,1,14727
1020069,42.18,-78.279,1,14727
1020070,42.1807,-78.2426,1,14727
1020071,42.1814,-78.2061,1,14727
1020072,42.1821,-78.1697,1,14739
1020073,42.1828,-78.1332,1,14739
1020074,42.1835,-78.0968,1,14739
1020075,42.1842,-78.0603,1,-9
1020076,42.1848,-78.0239,1,14880
1020077,42.1855,-77.9874,1,14813
1020078,42.1861,-77.95100000000001,1,14880
1020079,42.1867,-77.9145,1,-9
1020080,42.1874,-77.8781,1,-9
1020081,42.188,-77.8416,1,14806
1020082,42.1885,-77.8051,1,14806
1020083,42.1891,-77.7687,1,14806
1020084,42.1897,-77.7322,1,14843
1020085,42.1902,-77.6958,1,14823
1020086,42.1908,-77.6593,1,-9
1020087,42.1913,-77.6229,1,-9
1020088,42.1918,-77.5864,1,-9
1020089,42.1923,-77.5499,1,14823
1020090,42.1928,-77.5135,1,14819
1020091,42.1933,-77.477,1,-9
1020092,42.1938,-77.4406,1,14819
1020093,42.1942,-77.4041,1,14819
1020094,42.1947,-77.3676,1,14820
1020095,42.1951,-77.3311,1,14820
1020096,42.1955,-77.2947,1,14801
1020097,42.1959,-77.2582,1,14821
1020098,42.1963,-77.2218,1,-9
1020099,42.1967,-77.1853,1,14821
1020100,42.1971,-77.1488,1,14821
1020101,42.1974,-77.1124,1,14870
1020102,42.1978,-77.0759,1,14870
1020103,42.1981,-77.0394,1,14830
1020104,42.1985,-77.003,1,14830-2786
1020105,42.1988,-76.9665,1,14830
1020106,42.1991,-76.93,1,14845
1020107,42.1994,-76.8936,1,14845
1020108,42.1997,-76.8571,1,14845
1020109,42.1999,-76.8206,1,14845
1020110,42.2002,-76.7841,1,14845
1020111,42.2004,-76.7477,1,14816
1020112,42.2007,-76.7112,1,14816
1020113,42.2009,-76.6747,1,14838
1020114,42.2011,-76.6383,1,14838
1020115,42.2013,-76.6018,10,14838
1020116,42.2015,-76.5653,10,14889
1020117,42.2017,-76.5289,1,14883
1020118,42.2018,-76.4924,1,14883
1020119,42.202,-76.4559,1,14883
1020120,42.2021,-76.4194,2,13743
1020121,42.2023,-76.383,2,13743
1020122,42.2024,-76.3465,2,13743
1020123,42.2025,-76.31,2,13743
1020124,42.2026,-76.2736,2,-9
1020125,42.2027,-76.2371,2,13811
1020126,42.2027,-76.2006,2,13811
1020127,42.2028,-76.1641,2,13811
1020128,42.2028,-76.1277,2,13811
1020129,42.2029,-76.0912,2,13760
1020130,42.2029,-76.0547,2,13777
1020131,42.2029,-76.0182,2,13790
1020132,42.2029,-75.9818,2,13905
1020133,42.2029,-75.9453,2,13905
1020134,42.2029,-75.9088,2,13901
1020135,42.2028,-75.8723,2,13901
1020136,42.2028,-75.8359,2,13746
1020137,42.2027,-75.7994,2,13833
1020138,42.2027,-75.7629,2,13833
1020139,42.2026,-75.7264,2,13833
1020140,42.2025,-75.69,2,13787
1020141,42.2024,-75.6535,2,13787
1020142,42.2023,-75.617,2,13787
1020143,42.2021,-75.5806,2,13730
1020144,42.202,-75.5441,2,13730
1020145,42.2018,-75.5076,2,13730
1020146,42.2017,-75.4711,2,13370
1020147,42.2015,-75.4347,2,13730
1020148,42.2013,-75.3982,2,13733
1020149,42.2011,-75.3617,2,13804
1020150,42.2009,-75.3253,2,-9
1020151,42.2007,-75.2888,2,13804
1020152,42.2004,-75.2523,2,-9
1020153,42.2002,-75.2159,2,13856
1020154,42.1999,-75.1794,2,13856
1020155,42.1997,-75.1429,2,13856
1020156,42.1994,-75.1064,2,13856
1020157,42.1991,-75.07,2,-9
1020158,42.1988,-75.0335,2,13856
1020159,42.1985,-74.997,2,13782
1020160,42.1981,-74.9606,2,13752
1020161,42.1978,-74.9241,2,13752
1020162,42.1974,-74.8876,2,13752
1020163,42.1971,-74.8512,2,13731
1020164,42.1967,-74.8147,2,13731
1020165,42.1963,-74.7782,2,13731
1020166,42.1959,-74.7418,2,-9
1020167,42.1955,-74.7053,2,-9
1020168,42.1951,-74.6689,2,-9
1020169,42.1947,-74.6324,2,12455
1020170,42.1942,-74.5959,2,11406
1020171,42.1938,-74.5594,2,12430
1020172,42.1933,-74.523,2,12430
1020173,42.1928,-74.4865,2,12441
1020174,42.1923,-74.4501,2,12441
1020175,42.1918,-74.4136,2,12480
1020176,42.1913,-74.3771,2,12492
1020177,42.1908,-74.3407,2,12492
1020178,42.1902,-74.3042,2,12492
1020179,42.1897,-74.2678,2,12422
1020180,42.1891,-74.2313,2,12422
1020181,42.1885,-74.1949,2,12485
1020182,42.188,-74.1584,2,12485
1020183,42.1874,-74.1219,2,12427
1020184,42.1867,-74.0855,2,12427
1020185,42.1861,-74.04899999999999,2,12436
1020186,42.1855,-74.0126,5,12463
1020187,42.1848,-73.9761,5,12414
1020188,42.1842,-73.9397,5,-9
1020189,42.1835,-73.9032,5,12414
1020190,42.1828,-73.8668,5,-9
1020191,42.1821,-73.8303,5,12534
1020192,42.1814,-73.7939,5,12534
1020193,42.1807,-73.7574,5,12534
1020194,42.18,-73.721,5,12534
1020195,42.1793,-73.6845,5,-9
1020196,42.1785,-73.6481,5,12521
1020197,42.1777,-73.6117,5,12521
1020198,42.177,-73.5752,5,12521
1020199,42.1762,-73.5388,5,12529
1020200,42.1754,-73.5023,5,12529
1030029,42.1683,-79.7376,9,14736
1030030,42.1695,-79.7012,9,14736
1030031,42.1707,-79.6648,9,14781
1030032,42.1718,-79.6284,9,14781
1030033,42.173,-79.592,9,14781
1030034,42.1742,-79.5555,9,14781
1030035,42.1753,-79.5191,9,-9
1030036,42.1764,-79.4827,9,14757
1030037,42.1775,-79.4463,9,14757
1030038,42.1786,-79.4099,9,14785
1030039,42.1797,-79.3734,9,14712
1030040,42.1808,-79.337,9,14712
1030041,42.1819,-79.3005,9,14701
1030042,42.1829,-79.2641,9,14701
1030043,42.184,-79.2277,9,14733
1030044,42.185,-79.1912,9,14733
1030045,42.18600000000001,-79.1548,9,14747
1030046,42.187,-79.1184,9,14747
1030047,42.188,-79.0819,9,14732
1030048,42.18899999999999,-79.0455,9,14747
1030049,42.19,-79.009,1,14726
1030050,42.191,-78.9726,1,14772
1030051,42.1919,-78.9362,1,14772
1030052,42.1928,-78.8997,1,-9
1030053,42.1938,-78.8633,1,14755
1030054,42.1947,-78.8268,1,14755
1030055,42.1956,-78.7904,1,14755
1030056,42.1965,-78.7539,1,14779
1030057,42.1974,-78.7175,1,14779
1030058,42.1982,-78.681,1,14741
1030059,42.1991,-78.6446,1,14741
1030060,42.1999,-78.6081,1,14741
1030061,42.2008,-78.5717,1,14741
1030062,42.2016,-78.5352,1,14741
1030063,42.2024,-78.4987,1,14741
1030064,42.2032,-78.4623,1,-9
1030065,42.20399999999999,-78.4258,1,14743
1030066,42.2048,-78.3894,1,14743
1030067,42.2055,-78.3529,1,14743
1030068,42.2063,-78.3165,1,14727
1030069,42.207,-78.28,1,14727
1030070,42.2077,-78.2435,1,14727
1030071,42.2085,-78.2071,1,14727
1030072,42.2092,-78.1706,1,-9
1030073,42.2098,-78.1342,1,14739
1030074,42.2105,-78.0977,1,14739
1030075,42.2112,-78.0612,1,14813
1030076,42.2118,-78.0247,1,14813
1030077,42.2125,-77.9883,1,14813
1030078,42.2131,-77.9518,1,14813
1030079,42.2138,-77.9153,1,14880
1030080,42.2144,-77.8789,1,14880
1030081,42.215,-77.8424,1,14802
1030082,42.2156,-77.8059,1,14802
1030083,42.2161,-77.7694,1,-9
1030084,42.2167,-77.733,1,14806
1030085,42.2172,-77.6965,1,-9
1030086,42.2178,-77.66,1,14806
1030087,42.2183,-77.6235,1,14823
1030088,42.2188,-77.5871,1,14823
1030089,42.2193,-77.5506,1,-9
1030090,42.2198,-77.5141,1,-9
1030091,42.2203,-77.4777,1,14819
1030092,42.2208,-77.4412,1,14819
1030093,42.2212,-77.4047,1,14819
1030094,42.2217,-77.3682,1,14820
1030095,42.2221,-77.3317,1,14820
1030096,42.2225,-77.2953,1,14821
1030097,42.2229,-77.2588,1,14821
1030098,42.2233,-77.2223,1,14821
1030099,42.2237,-77.1858,1,14821
1030100,42.2241,-77.1493,1,14821
1030101,42.2245,-77.1129,1,-9
1030102,42.2248,-77.0764,1,-9
1030103,42.2252,-77.0399,10,14830
1030104,42.2255,-77.0034,10,-9
1030105,42.2258,-76.9669,10,14812
1030106,42.2261,-76.9304,10,14845
1030107,42.2264,-76.89399999999999,10,14872
1030108,42.2267,-76.8575,10,14872
1030109,42.227,-76.821,1,14872
1030110,42.2272,-76.7845,1,14845
1030111,42.2275,-76.748,1,14845
1030112,42.2277,-76.7115,1,14838
1030113,42.2279,-76.675,1,14838
1030114,42.2281,-76.6385,10,14838
1030115,42.2283,-76.6021,10,14889
1030116,42.2285,-76.5656,10,14889
1030117,42.2287,-76.5291,10,14883
1030118,42.2289,-76.4926,10,14883
1030119,42.229,-76.4561,10,14883
1030120,42.2292,-76.4196,10,13743
1030121,42.2293,-76.3831,10,13743
1030122,42.2294,-76.3466,10,13743
1030123,42.2295,-76.3102,10,13743
1030124,42.2296,-76.2737,2,-9
1030125,42.2297,-76.2372,2,13811
1030126,42.2297,-76.2007,2,13811
1030127,42.2298,-76.1642,2,13811
1030128,42.2299,-76.1277,2,13811
1030129,42.2299,-76.0912,2,13811
1030130,42.2299,-76.0547,2,13802
1030131,42.2299,-76.0182,2,13777
1030132,42.2299,-75.9818,2,13905
1030133,42.2299,-75.9453,2,13905
1030134,42.2299,-75.9088,2,13901
1030135,42.2299,-75.8723,2,13901
1030136,42.2298,-75.8358,2,13746
1030137,42.2297,-75.7993,2,13746
1030138,42.2297,-75.7628,2,13833
1030139,42.2296,-75.7263,2,13746
1030140,42.2295,-75.6898,2,13787
1030141,42.2294,-75.6534,2,13787
1030142,42.2293,-75.6169,2,13730
1030143,42.2292,-75.5804,2,13730
1030144,42.229,-75.5439,2,13730
1030145,42.2289,-75.5074,2,13370
1030146,42.2287,-75.4709,2,-9
1030147,42.2285,-75.4344,2,13733
1030148,42.2283,-75.3979,2,13804
1030149,42.2281,-75.3615,2,13804
1030150,42.2279,-75.325,2,-9
1030151,42.2277,-75.2885,2,13839
1030152,42.2275,-75.252,2,-9
1030153,42.2272,-75.2155,2,-9
1030154,42.227,-75.179,2,13856
1030155,42.2267,-75.1425,2,13856
1030156,42.2264,-75.10600000000001,2,13856
1030157,42.2261,-75.0696,2,-9
1030158,42.2258,-75.0331,2,13856
1030159,42.2255,-74.9966,2,13782
1030160,42.2252,-74.9601,2,13752
1030161,42.2248,-74.9236,2,13752
1030162,42.2245,-74.8871,2,13752
1030163,42.2241,-74.8507,2,-9
1030164,42.2237,-74.8142,2,13731
1030165,42.2233,-74.7777,2,13731
1030166,42.2229,-74.7412,2,-9
1030167,42.2225,-74.7047,2,12455
1030168,42.2221,-74.6683,2,12455
1030169,42.2217,-74.6318,2,12455
1030170,42.2212,-74.5953,2,12438
1030171,42.2208,-74.5588,2,-9
1030172,42.2203,-74.5223,2,12430
1030173,42.2198,-74.4859,2,12441
1030174,42.2193,-74.4494,2,12441
1030175,42.2188,-74.4129,2,12441
1030176,42.2183,-74.3765,2,12492
1030177,42.2178,-74.34,2,12492
1030178,42.2172,-74.3035,2,-9
1030179,42.2167,-74.267,2,12442
1030180,42.2161,-74.2306,2,12442
1030181,42.2156,-74.1941,2,12424
1030182,42.215,-74.1576,2,-9
1030183,42.2144,-74.1211,2,12485
1030184,42.2138,-74.0847,2,12485
1030185,42.2131,-74.0482,2,12473
1030186,42.2125,-74.0117,5,12463
1030187,42.2118,-73.9753,5,-9
1030188,42.2112,-73.9388,5,12414
1030189,42.2105,-73.9023,5,12414
1030190,42.2098,-73.8658,5,12414
1030191,42.2092,-73.8294,5,-9
1030192,42.2085,-73.7929,5,12534
1030193,42.2077,-73.7565,5,12534
1030194,42.207,-73.72,5,12513
1030195,42.2063,-73.6835,5,12513
1030196,42.2055,-73.6471,5,12521
1030197,42.2048,-73.6106,5,12521
1030198,42.20399999999999,-73.5742,5,12529
1030199,42.2032,-73.5377,5,12529
1030200,42.2024,-73.5013,5,12529
1040029,42.1953,-79.7393,9,14775
1040030,42.1965,-79.7028,9,14775
1040031,42.1977,-79.6664,9,14775
1040032,42.1988,-79.6299,9,14781
1040033,42.2,-79.5935,9,14781
1040034,42.2011,-79.5571,9,-9
1040035,42.2023,-79.5206,9,14781
1040036,42.2034,-79.4842,9,14757
1040037,42.2045,-79.4478,9,14722
1040038,42.2056,-79.4113,9,14712
1040039,42.2067,-79.3749,9,14712
1040040,42.2078,-79.3384,9,14782
1040041,42.2089,-79.30199999999999,9,14782
1040042,42.2099,-79.2655,9,14740
1040043,42.211000000000006,-79.2291,9,14740
1040044,42.211999999999996,-79.1926,9,-9
1040045,42.213,-79.1562,9,14740
1040046,42.214,-79.1197,9,14747
1040047,42.215,-79.0833,9,14726
1040048,42.216,-79.0468,9,14726
1040049,42.217,-79.0103,1,14726
1040050,42.218,-78.9739,1,14730
1040051,42.2189,-78.9374,1,14772
1040052,42.2198,-78.90100000000001,1,14772
1040053,42.2208,-78.8645,1,14755
1040054,42.2217,-78.8281,1,14755
1040055,42.2226,-78.7916,1,14755
1040056,42.2235,-78.7551,1,14779
1040057,42.2244,-78.7187,1,14779
1040058,42.2252,-78.6822,1,-9
1040059,42.2261,-78.6457,1,14741
1040060,42.2269,-78.6093,1,14741
1040061,42.2278,-78.5728,1,14741
1040062,42.2286,-78.5363,1,14741
1040063,42.2294,-78.4998,1,-9
1040064,42.2302,-78.4634,1,14743
1040065,42.231,-78.4269,1,14743
1040066,42.2318,-78.3904,1,14743
1040067,42.2325,-78.3539,1,14727
1040068,42.2333,-78.3175,1,14727
1040069,42.233999999999995,-78.281,1,14727
1040070,42.2347,-78.2445,1,14727
1040071,42.2355,-78.208,1,14727
1040072,42.2362,-78.1715,1,14739
1040073,42.2369,-78.1351,1,14739
1040074,42.2375,-78.0986,1,-9
1040075,42.2382,-78.0621,1,14813
1040076,42.2389,-78.0256,1,14813
1040077,42.2395,-77.9891,1,14813
1040078,42.2401,-77.9526,1,14813
1040079,42.2408,-77.9162,1,-9
1040080,42.2414,-77.8797,1,14813
1040081,42.242,-77.8432,1,14803
1040082,42.2426,-77.8067,1,14803
1040083,42.2431,-77.7702,1,14803
1040084,42.2437,-77.7337,1,14803
1040085,42.2443,-77.6972,1,14843
1040086,42.2448,-77.6608,1,14843
1040087,42.2453,-77.6243,1,-9
1040088,42.2458,-77.5878,1,14823
1040089,42.2463,-77.5513,1,14823
1040090,42.2468,-77.5148,1,-9
1040091,42.2473,-77.4783,1,-9
1040092,42.2478,-77.4418,1,14819
1040093,42.2482,-77.4053,1,14819
1040094,42.2487,-77.3688,1,-9
1040095,42.2491,-77.3323,1,-9
1040096,42.2495,-77.2958,1,-9
1040097,42.25,-77.2593,1,14821
1040098,42.2504,-77.2228,1,14821
1040099,42.2507,-77.1863,1,14821
1040100,42.2511,-77.1498,1,14821
1040101,42.2515,-77.1133,1,14870
1040102,42.2518,-77.0768,1,-9
1040103,42.2522,-77.0403,10,14812
1040104,42.2525,-77.0038,10,14812
1040105,42.2528,-76.9673,10,-9
1040106,42.2531,-76.9308,10,14812
1040107,42.2534,-76.8943,10,14845
1040108,42.2537,-76.8578,10,14864
1040109,42.254,-76.8213,10,14845
1040110,42.2542,-76.7848,10,14845
1040111,42.2545,-76.7483,10,14824
1040112,42.2547,-76.7118,10,14824
1040113,42.2549,-76.6753,10,14824
1040114,42.2552,-76.6388,10,-9
1040115,42.2554,-76.6023,10,14889
1040116,42.2555,-76.5658,10,14889
1040117,42.2557,-76.5293,10,14883
1040118,42.2559,-76.4928,10,14883
1040119,42.256,-76.4563,10,14883
1040120,42.2562,-76.4198,10,14883
1040121,42.2563,-76.3833,10,13864
1040122,42.2564,-76.3468,10,13743
1040123,42.2565,-76.3103,10,13743
1040124,42.2566,-76.2738,2,13811
1040125,42.2567,-76.2373,2,-9
1040126,42.2568,-76.2008,2,13811
1040127,42.2568,-76.1643,2,13811
1040128,42.2569,-76.1278,2,13811
1040129,42.2569,-76.0912,2,13811
1040130,42.2569,-76.0547,2,13802
1040131,42.2569,-76.0182,2,13777
1040132,42.2569,-75.9818,2,13777
1040133,42.2569,-75.9453,2,13905
1040134,42.2569,-75.9088,2,13744
1040135,42.2569,-75.8722,2,13746
1040136,42.2568,-75.8357,2,13746
1040137,42.2568,-75.7992,2,13746
1040138,42.2567,-75.7627,2,13746
1040139,42.2566,-75.7262,2,13787
1040140,42.2565,-75.6897,2,-9
1040141,42.2564,-75.6532,2,-9
1040142,42.2563,-75.6167,2,13730
1040143,42.2562,-75.5802,2,13730
1040144,42.256,-75.5437,2,13730
1040145,42.2559,-75.5072,2,13733
1040146,42.2557,-75.4707,2,13733
1040147,42.2555,-75.4342,2,13733
1040148,42.2554,-75.3977,2,13838
1040149,42.2552,-75.3612,2,13804
1040150,42.2549,-75.3247,2,13849
1040151,42.2547,-75.2882,2,13839
1040152,42.2545,-75.2517,2,13839
1040153,42.2542,-75.2152,2,13839
1040154,42.254,-75.1787,2,13856
1040155,42.2537,-75.1422,2,13856
1040156,42.2534,-75.1057,2,-9
1040157,42.2531,-75.0692,2,13856
1040158,42.2528,-75.0327,2,13782
1040159,42.2525,-74.9962,2,13753
1040160,42.2522,-74.9597,2,13753
1040161,42.2518,-74.9232,2,13753
1040162,42.2515,-74.8867,2,13753
1040163,42.2511,-74.8502,2,13753
1040164,42.2507,-74.8137,2,12438
1040165,42.2504,-74.7772,2,13740
1040166,42.25,-74.7407,2,13740
1040167,42.2495,-74.7042,2,13740
1040168,42.2491,-74.6677,2,12455
1040169,42.2487,-74.6312,2,12474
1040170,42.2482,-74.5947,2,12474
1040171,42.2478,-74.5582,2,12421
1040172,42.2473,-74.5217,2,12421
1040173,42.2468,-74.4852,2,12441
1040174,42.2463,-74.4487,2,12441
1040175,42.2458,-74.4122,2,12468
1040176,42.2453,-74.3757,2,12492
1040177,42.2448,-74.3392,2,12468
1040178,42.2443,-74.3028,2,12442
1040179,42.2437,-74.2663,2,12442
1040180,42.2431,-74.2298,2,12442
1040181,42.2426,-74.1933,2,-9
1040182,42.242,-74.1568,2,12424
1040183,42.2414,-74.1203,2,-9
1040184,42.2408,-74.0838,2,12436
1040185,42.2401,-74.0474,2,-9
1040186,42.2395,-74.0109,5,12414
1040187,42.2389,-73.9744,5,12414
1040188,42.2382,-73.9379,5,12414
1040189,42.2375,-73.9014,5,12414
1040190,42.2369,-73.8649,5,12414
1040191,42.2362,-73.8285,5,12534
1040192,42.2355,-73.792,5,12534
1040193,42.2347,-73.7555,5,12534
1040194,42.233999999999995,-73.719,5,12534
1040195,42.2333,-73.6825,5,12534
1040196,42.2325,-73.6461,5,12534
1040197,42.2318,-73.6096,5,12565
1040198,42.231,-73.5731,5,12529
1040199,42.2302,-73.5366,5,12529
1040200,42.2294,-73.5002,5,12529
1040201,42.2286,-73.4637,5,12529
1050029,42.2223,-79.7409,9,14775
1050030,42.2235,-79.7044,9,14775
1050031,42.2247,-79.668,9,14775
1050032,42.2258,-79.6315,9,14781
1050033,42.227,-79.5951,9,14781
1050034,42.2281,-79.5586,9,14757
1050035,42.2293,-79.5222,9,-9
1050036,42.2304,-79.4857,9,14757
1050037,42.2315,-79.4492,9,14728
1050038,42.2326,-79.4128,9,14728
1050039,42.2337,-79.3763,9,14728
1050040,42.2348,-79.3399,9,14728
1050041,42.2359,-79.3034,9,14782
1050042,42.2369,-79.2669,9,14782
1050043,42.238,-79.2305,9,14782
1050044,42.239,-79.194,9,14740
1050045,42.24,-79.1575,9,14723
1050046,42.24100000000001,-79.1211,9,14732
1050047,42.242,-79.0846,9,14740
1050048,42.243,-79.0481,9,14726
1050049,42.244,-79.0117,1,14726
1050050,42.245,-78.9752,1,-9
1050051,42.2459,-78.9387,1,14719
1050052,42.2468,-78.9022,1,14719
1050053,42.2478,-78.8658,1,14755
1050054,42.2487,-78.8293,1,14755
1050055,42.2496,-78.7928,1,14755
1050056,42.2505,-78.7563,1,14755
1050057,42.2514,-78.7198,1,14779
1050058,42.2522,-78.6833,1,14731
1050059,42.2531,-78.6469,1,14731
1050060,42.2539,-78.6104,1,14741
1050061,42.2548,-78.5739,1,-9
1050062,42.2556,-78.5374,1,14741
1050063,42.2564,-78.5009,1,14737
1050064,42.2572,-78.4644,1,14743
1050065,42.258,-78.4279,1,14737
1050066,42.2588,-78.3914,1,14727
1050067,42.2595,-78.355,1,14727
1050068,42.2603,-78.3185,1,14727
1050069,42.261,-78.282,1,14727
1050070,42.2617,-78.2455,1,14714
1050071,42.2625,-78.209,1,14714
1050072,42.2632,-78.1725,1,-9
1050073,42.2639,-78.13600000000001,1,14739
1050074,42.2645,-78.0995,1,-9
1050075,42.2652,-78.063,1,14813
1050076,42.2659,-78.0265,1,14813
1050077,42.2665,-77.99,1,14813
1050078,42.2672,-77.9535,1,14813
1050079,42.2678,-77.917,1,-9
1050080,42.2684,-77.8805,1,14813
1050081,42.269,-77.844,1,14813
1050082,42.2696,-77.8075,1,14803
1050083,42.2701,-77.771,1,14803
1050084,42.2707,-77.7345,1,14843
1050085,42.2713,-77.69800000000001,1,-9
1050086,42.2718,-77.6615,1,14843
1050087,42.2723,-77.625,1,14843
1050088,42.2729,-77.5884,1,14823
1050089,42.2734,-77.5519,1,-9
1050090,42.2738,-77.5154,1,-9
1050091,42.2743,-77.4789,1,14823
1050092,42.2748,-77.4424,1,14810
1050093,42.2753,-77.4059,1,-9
1050094,42.2757,-77.3694,1,14810
1050095,42.2761,-77.3329,1,-9
1050096,42.2766,-77.2964,1,-9
1050097,42.277,-77.2599,1,14879
1050098,42.2774,-77.2234,1,14879
1050099,42.2778,-77.1868,1,14821
1050100,42.2781,-77.1503,1,14821
1050101,42.2785,-77.1138,1,14879
1050102,42.2789,-77.0773,1,14870
1050103,42.2792,-77.0408,10,-9
1050104,42.2795,-77.0043,10,14812
1050105,42.2798,-76.9677,10,-9
1050106,42.2801,-76.9312,10,14812
1050107,42.2804,-76.8947,10,14812
1050108,42.2807,-76.8582,10,14864
1050109,42.281000000000006,-76.8217,10,14864
1050110,42.2812,-76.7852,10,-9
1050111,42.2815,-76.7487,10,-9
1050112,42.2817,-76.7121,10,14824
1050113,42.282,-76.6756,10,14824
1050114,42.2822,-76.6391,10,-9
1050115,42.2824,-76.6026,10,-9
1050116,42.2826,-76.5661,10,14867
1050117,42.2827,-76.5295,10,14883
1050118,42.2829,-76.493,10,14883
1050119,42.2831,-76.4565,10,14883
1050120,42.2832,-76.42,10,13864
1050121,42.2833,-76.3835,10,13864
1050122,42.2834,-76.347,10,13864
1050123,42.2835,-76.3104,10,13743
1050124,42.2836,-76.2739,10,-9
1050125,42.2837,-76.2374,10,-9
1050126,42.2838,-76.2009,10,-9
1050127,42.2839,-76.1643,10,13736
1050128,42.2839,-76.1278,2,13736
1050129,42.2839,-76.0913,2,13797
1050130,42.284,-76.0548,2,13802
1050131,42.284,-76.0182,2,13802
1050132,42.284,-75.9818,2,13862
1050133,42.284,-75.9452,2,13862
1050134,42.2839,-75.9087,2,13744
1050135,42.2839,-75.8722,2,13746
1050136,42.2839,-75.8357,2,13746
1050137,42.2838,-75.7991,2,13778
1050138,42.2837,-75.7626,2,13778
1050139,42.2836,-75.7261,2,-9
1050140,42.2835,-75.6896,2,13787
1050141,42.2834,-75.653,2,13787
1050142,42.2833,-75.6165,2,-9
1050143,42.2832,-75.58,2,13730
1050144,42.2831,-75.5435,2,13730
1050145,42.2829,-75.507,2,13733
1050146,42.2827,-75.4705,2,13733
1050147,42.2826,-75.4339,2,13733
1050148,42.2824,-75.3974,2,13838
1050149,42.2822,-75.3609,2,13849
1050150,42.282,-75.3244,2,-9
1050151,42.2817,-75.2879,2,13839
1050152,42.2815,-75.2513,2,13839
1050153,42.2812,-75.2148,2,13839
1050154,42.281000000000006,-75.1783,2,13775
1050155,42.2807,-75.1418,2,13775
1050156,42.2804,-75.1053,2,13856
1050157,42.2801,-75.0688,2,13856
1050158,42.2798,-75.0323,2,13753
1050159,42.2795,-74.9957,2,13753
1050160,42.2792,-74.9592,2,13753
1050161,42.2789,-74.9227,2,13753
1050162,42.2785,-74.8862,2,13753
1050163,42.2781,-74.8497,2,13753
1050164,42.2778,-74.8132,2,-9
1050165,42.2774,-74.7766,2,13740
1050166,42.277,-74.7401,2,13740
1050167,42.2766,-74.7036,2,13740
1050168,42.2761,-74.6671,2,12474
1050169,42.2757,-74.6306,2,12474
1050170,42.2753,-74.5941,2,12474
1050171,42.2748,-74.5576,2,12474
1050172,42.2743,-74.5211,2,12421
1050173,42.2738,-74.4846,2,-9
1050174,42.2734,-74.4481,2,12468
1050175,42.2729,-74.4116,2,12468
1050176,42.2723,-74.375,2,12468
1050177,42.2718,-74.3385,2,12444
1050178,42.2713,-74.30199999999999,2,12444
1050179,42.2707,-74.2655,2,12444
1050180,42.2701,-74.229,2,12439
1050181,42.2696,-74.1925,2,12424
1050182,42.269,-74.156,2,12424
1050183,42.2684,-74.1195,2,12424
1050184,42.2678,-74.083,2,-9
1050185,42.2672,-74.0465,2,12473
1050186,42.2665,-74.01,5,12473
1050187,42.2659,-73.9735,5,12413
1050188,42.2652,-73.937,5,12482
1050189,42.2645,-73.9005,5,12451
1050190,42.2639,-73.86399999999999,5,12015
1050191,42.2632,-73.8275,5,12015
1050192,42.2625,-73.791,5,12534
1050193,42.2617,-73.7545,5,12172
1050194,42.261,-73.718,5,12534
1050195,42.2603,-73.6815,5,12534
1050196,42.2595,-73.645,5,12565
1050197,42.2588,-73.6086,5,12075
1050198,42.258,-73.5721,5,12529
1050199,42.2572,-73.5356,5,12529
1050200,42.2564,-73.4991,5,12529
1050201,42.2556,-73.4626,5,-9
1060029,42.2493,-79.7425,9,14775
1060030,42.2505,-79.7061,9,14775
1060031,42.2516,-79.6696,9,14775
1060032,42.2528,-79.6331,9,14787
1060033,42.254,-79.5966,9,14787
1060034,42.2551,-79.5602,9,14757
1060035,42.2563,-79.5237,9,14757
