"Jday","CLAR","CROG","DUAN","ELDR","HFAL","NBRA","NHUD","OLDF","OSCE","PISE","RAQU","SARA","SUFF","TANN","TUPP","WFMB","WGAT"
28,15,85,8,155,57,96,30,69,65,9,119,87,17,6,9,170,168
29,15,86,7,152,57,96,31,69,66,9,120,86,17,6,9,170,168
30,16,87,7,150,57,95,31,69,66,9,120,86,17,7,9,170,167
31,17,88,7,147,58,95,32,70,67,9,120,86,17,7,9,170,167
32,17,88,7,145,58,95,33,70,68,9,120,85,17,8,9,170,167
33,18,89,7,142,58,94,33,70,68,9,120,85,17,8,9,170,167
34,19,90,7,140,58,94,34,71,69,9,120,85,17,9,9,170,167
35,19,91,7,137,58,93,35,71,69,9,120,84,17,9,9,170,167
36,20,92,7,134,59,93,35,71,70,9,120,84,17,10,9,170,167
37,21,92,7,132,59,92,36,72,70,9,120,84,17,10,9,170,167
38,21,93,7,129,59,92,37,72,71,9,120,83,17,11,9,170,167
39,22,94,7,127,59,91,37,72,71,9,120,83,17,12,9,170,167
40,23,95,7,124,59,91,38,72,72,9,120,83,17,12,9,170,167
41,23,95,7,122,59,91,39,73,73,9,121,82,16,13,9,170,167
42,24,96,7,119,60,90,39,73,73,9,121,82,16,13,9,171,167
43,25,97,7,116,60,90,40,73,74,9,121,82,16,14,9,171,167
44,25,98,7,114,60,89,41,74,74,9,121,81,16,15,9,171,167
45,26,99,7,111,60,89,41,74,75,9,121,81,16,15,9,171,167
46,27,99,7,109,60,88,42,74,75,9,121,81,16,16,9,171,167
47,27,100,7,106,61,88,43,74,76,9,122,80,16,17,9,171,166
48,28,101,7,104,61,88,43,75,76,9,122,80,16,18,9,171,166
49,29,102,7,101,61,87,44,75,77,9,122,80,16,18,9,171,166
50,29,103,7,98,61,87,45,75,78,9,122,79,16,19,9,171,166
51,30,103,7,96,61,86,45,76,78,9,123,79,15,20,9,171,166
52,31,104,7,93,61,86,46,76,79,9,123,79,15,21,9,171,166
53,31,105,7,91,62,85,47,76,79,9,123,78,15,21,9,171,166
54,32,106,7,88,62,85,48,76,80,9,123,78,15,22,9,172,166
55,33,107,7,86,62,85,48,77,80,9,124,78,15,23,9,172,166
56,33,107,7,83,62,84,49,77,81,9,124,77,15,24,9,172,166
57,34,108,8,81,62,84,50,77,82,9,124,77,15,25,9,172,166
58,35,109,8,78,62,83,50,78,82,9,125,77,15,26,9,172,165
59,35,110,8,76,63,83,51,78,83,9,125,76,15,27,9,172,165
60,36,111,8,73,63,82,52,78,83,9,126,76,14,28,10,172,165
61,37,111,8,71,63,82,53,78,84,9,126,76,14,29,10,172,165
62,37,112,8,68,63,82,53,79,84,9,126,75,14,30,10,172,165
63,38,113,8,66,63,81,54,79,85,9,127,75,14,31,10,173,165
64,39,114,9,64,63,81,55,79,86,10,127,75,14,32,10,173,165
65,40,115,9,61,64,80,55,80,86,10,128,74,14,33,10,173,165
66,40,115,9,59,64,80,56,80,87,10,128,74,14,34,10,173,165
67,41,116,9,57,64,79,57,80,87,10,129,73,14,35,10,173,164
68,41,117,9,55,64,79,58,81,88,10,129,73,14,36,10,173,164
69,42,118,10,53,64,79,58,81,88,10,130,73,13,37,10,173,164
70,43,118,10,50,64,78,59,81,89,10,130,72,13,38,10,173,164
71,43,119,10,48,65,78,60,81,90,10,131,72,13,40,10,173,164
72,44,120,11,47,65,77,61,82,90,10,132,71,13,41,10,174,164
73,45,121,11,45,65,77,61,82,91,10,132,71,13,42,10,174,164
74,45,122,11,43,65,77,62,82,91,10,133,71,13,43,10,174,164
75,46,122,11,41,65,76,63,83,92,10,133,70,13,45,10,174,163
76,47,123,12,39,65,76,63,83,93,10,134,70,13,46,10,174,163
77,47,124,12,38,65,75,64,83,93,10,135,69,13,47,10,174,163
78,48,125,13,36,65,75,65,83,94,10,135,69,12,49,10,174,163
79,48,125,13,35,66,75,66,84,94,10,136,68,12,50,11,174,163
80,49,126,13,33,66,74,66,84,95,10,137,68,12,51,11,175,163
81,50,127,14,32,66,74,67,84,95,10,137,67,12,53,11,175,163
82,50,128,14,31,66,73,68,85,96,10,138,67,12,54,11,175,163
83,51,129,15,29,66,73,68,85,97,10,139,66,12,56,11,175,162
84,51,129,15,28,66,73,69,85,97,10,140,66,12,57,11,175,162
85,52,130,15,27,66,72,70,86,98,10,140,65,12,59,11,175,162
86,52,131,16,26,66,72,70,86,98,10,141,65,12,60,11,176,162
87,53,132,16,25,66,71,71,86,99,10,142,64,12,62,11,176,162
88,53,132,17,24,67,71,72,87,100,10,143,64,11,64,11,176,162
89,54,133,18,23,67,71,72,87,100,10,143,63,11,65,11,176,162
90,55,134,18,23,67,70,73,87,101,10,144,63,11,67,11,176,162
91,55,135,19,22,67,70,74,88,101,11,145,62,11,68,12,177,161
92,56,136,19,21,67,69,74,88,102,11,145,62,11,70,12,177,161
93,56,136,20,20,67,69,75,88,102,11,146,61,11,72,12,177,161
94,57,137,20,20,67,69,76,89,103,11,147,61,11,73,12,177,161
95,57,138,21,19,67,68,76,89,104,11,148,60,11,75,12,178,161
96,58,139,22,19,67,68,77,90,104,11,148,60,11,77,12,178,161
97,58,139,22,18,67,67,78,90,105,11,149,59,11,79,12,178,161
98,59,140,23,18,67,67,78,90,105,11,150,58,11,80,12,178,161
99,59,141,24,18,67,67,79,91,106,11,151,58,10,82,12,179,161
100,60,142,24,17,67,66,79,91,106,11,151,57,10,84,12,179,161
101,60,143,25,17,67,66,80,92,107,11,152,57,10,86,13,179,161
102,61,143,26,17,67,65,81,92,107,11,153,56,10,87,13,179,161
103,61,144,26,16,67,65,81,92,108,11,154,56,10,89,13,180,160
104,61,145,27,16,67,65,82,93,108,11,154,55,10,91,13,180,160
105,62,146,28,16,67,64,82,93,109,11,155,54,10,93,13,180,160
106,62,147,28,16,67,64,83,94,109,12,156,54,10,94,13,181,160
107,63,147,29,16,67,64,83,94,110,12,156,53,10,96,13,181,160
108,63,148,30,16,67,63,84,95,110,12,157,53,10,98,13,181,160
109,64,149,31,16,67,63,84,95,111,12,157,52,10,100,14,182,160
110,64,150,32,15,67,63,85,95,111,12,158,51,10,101,14,182,160
111,65,151,32,15,67,62,85,96,112,12,159,51,10,103,14,182,160
112,65,152,33,15,67,62,86,96,112,12,159,50,10,105,14,182,160
113,65,152,34,15,67,62,86,97,113,12,160,50,9,107,14,183,160
114,66,153,35,15,67,61,87,97,113,12,160,49,9,108,14,183,160
115,66,154,36,15,67,61,87,97,113,12,161,48,9,110,14,183,160
116,67,155,36,15,67,61,88,98,114,12,161,48,9,112,15,184,159
117,67,156,37,15,67,60,88,98,114,12,162,47,9,113,15,184,159
118,67,157,38,15,67,60,89,99,115,13,162,47,9,115,15,184,159
119,68,158,39,15,67,60,89,99,115,13,163,46,9,117,15,185,159
120,68,158,40,15,67,59,90,99,115,13,163,45,9,118,15,185,159
121,68,159,41,15,67,59,90,100,116,13,163,45,9,120,15,185,159
122,69,160,41,15,67,59,91,100,116,13,164,44,9,122,15,186,159
123,69,161,42,15,67,58,91,100,116,13,164,44,9,123,16,186,159
124,69,162,43,15,66,58,91,101,117,13,165,43,9,125,16,186,159
125,70,162,44,15,66,58,92,101,117,13,165,42,9,126,16,187,159
126,70,163,45,15,66,57,92,101,117,13,165,42,9,128,16,187,158
127,70,164,46,15,66,57,92,101,118,13,166,41,9,130,16,187,158
128,71,165,46,15,66,57,93,102,118,13,166,41,9,131,16,188,158
129,71,166,47,15,66,56,93,102,118,14,166,40,9,133,17,188,158
130,71,166,48,15,66,56,93,102,119,14,167,40,9,134,17,188,158
131,72,167,49,15,66,56,94,102,119,14,167,39,9,136,17,189,158
132,72,168,50,15,65,55,94,102,119,14,167,39,8,137,17,189,158
133,72,169,51,15,65,55,94,103,119,14,168,38,8,138,17,189,158
134,72,169,51,15,65,55,94,103,119,14,168,38,8,140,17,190,157
135,73,170,52,15,65,55,95,103,120,14,168,37,8,141,17,190,157
136,73,171,53,15,65,54,95,103,120,14,168,37,8,142,18,190,157
137,73,171,54,15,65,54,95,103,120,14,169,36,8,144,18,191,157
138,73,172,54,15,65,54,95,103,120,14,169,36,8,145,18,191,157
139,74,173,55,15,65,53,96,103,120,14,169,35,8,146,18,191,157
140,74,173,56,16,64,53,96,104,120,15,169,35,8,147,18,192,157
141,74,174,56,16,64,53,96,104,121,15,170,34,8,149,18,192,156
142,74,175,57,16,64,53,96,104,121,15,170,34,8,150,18,192,156
143,74,175,58,16,64,52,96,104,121,15,170,33,8,151,19,192,156
144,75,176,58,16,64,52,96,104,121,15,170,33,8,152,19,193,156
145,75,176,59,16,64,52,97,104,121,15,170,32,8,153,19,193,156
146,75,177,60,16,64,52,97,104,121,15,171,32,8,154,19,193,156
147,75,177,60,16,64,52,97,104,121,15,171,32,8,155,19,194,155
148,75,178,61,16,64,51,97,104,121,15,171,31,8,156,19,194,155
149,75,178,61,16,63,51,97,104,121,15,171,31,8,157,19,194,155
150,76,179,62,17,63,51,97,104,121,15,171,30,8,158,19,194,155
151,76,179,62,17,63,51,97,104,121,15,171,30,8,158,19,195,155
152,76,180,63,17,63,51,97,104,121,15,171,30,8,159,19,195,155
153,76,180,63,17,63,50,97,104,121,16,171,29,8,160,20,195,155
154,76,181,64,17,63,50,97,104,121,16,172,29,8,161,20,195,155
155,76,181,64,17,63,50,97,104,122,16,172,29,8,161,20,196,154
156,76,181,65,18,63,50,97,104,122,16,172,28,8,162,20,196,154
157,76,182,65,18,63,50,97,104,122,16,172,28,8,163,20,196,154
158,77,182,65,18,63,50,97,104,122,16,172,28,8,163,20,196,154
159,77,182,66,18,63,49,97,104,121,16,172,28,8,164,20,196,154
160,77,183,66,18,63,49,97,104,121,16,172,27,8,164,20,197,154
161,77,183,67,18,63,49,97,104,121,16,172,27,8,165,20,197,154
162,77,183,67,19,63,49,97,104,121,16,172,27,8,165,20,197,154
163,77,183,67,19,63,49,97,104,121,16,172,27,8,165,20,197,154
164,77,184,67,19,63,49,97,104,121,16,172,26,8,166,20,197,154
165,77,184,68,19,63,49,97,104,121,16,172,26,8,166,20,197,154
166,77,184,68,20,63,49,97,104,121,16,171,26,8,166,20,197,154
167,77,184,68,20,63,49,97,104,121,16,171,26,8,166,20,198,154
168,77,184,68,20,63,48,97,104,121,16,171,26,8,167,19,198,154
169,77,185,68,20,63,48,97,104,121,16,171,26,8,167,19,198,154
170,77,185,68,21,63,48,97,104,121,16,171,26,8,167,19,198,154
171,77,185,69,21,63,48,97,104,121,16,171,26,8,167,19,198,154
172,77,185,69,21,64,48,97,104,121,16,171,26,8,167,19,198,154
173,77,185,69,22,64,48,97,104,121,16,170,26,8,167,19,198,154
174,77,185,69,22,64,48,96,104,121,16,170,26,8,167,19,198,154
175,77,185,69,22,64,48,96,104,121,16,170,26,8,167,19,198,154
176,77,185,69,23,64,48,96,104,121,16,170,26,7,167,19,198,154
177,77,185,69,23,64,48,96,104,121,16,169,26,7,166,19,198,154
178,77,185,69,23,64,48,96,104,121,16,169,26,7,166,18,198,155
179,77,185,69,24,65,48,96,104,121,16,169,26,7,166,18,198,155
180,77,185,69,24,65,48,96,104,121,15,168,26,7,166,18,198,155
181,77,185,68,24,65,48,96,104,120,15,168,26,7,165,18,198,155
182,77,185,68,25,65,48,96,104,120,15,168,27,7,165,18,198,155
183,77,185,68,25,65,48,96,104,120,15,167,27,7,164,18,198,155
184,77,185,68,26,65,48,95,104,120,15,167,27,7,164,18,198,155
185,77,185,68,26,66,48,95,104,120,15,167,27,7,164,18,198,155
186,77,185,68,26,66,48,95,105,120,15,166,28,7,163,17,198,156
187,77,185,67,27,66,48,95,105,120,15,166,28,7,163,17,198,156
188,77,185,67,27,66,48,95,105,120,15,166,28,7,162,17,198,156
189,77,184,67,27,67,49,95,105,120,15,165,28,7,161,17,198,156
190,77,184,67,28,67,49,95,105,120,15,165,29,7,161,17,198,156
191,77,184,67,28,67,49,95,105,120,15,164,29,7,160,17,198,157
192,77,184,66,28,67,49,95,105,120,15,164,30,8,159,16,198,157
193,77,184,66,29,68,49,94,105,120,15,163,30,8,159,16,198,157
194,77,183,66,29,68,49,94,105,119,15,163,31,8,158,16,198,157
195,77,183,65,29,68,49,94,105,119,15,163,31,8,157,16,198,158
196,77,183,65,30,68,50,94,105,119,14,162,31,8,156,16,197,158
197,77,182,65,30,69,50,94,105,119,14,162,32,8,155,16,197,158
198,77,182,64,31,69,50,94,105,119,14,161,33,8,154,15,197,158
199,77,182,64,31,69,50,94,105,119,14,161,33,8,153,15,197,159
200,77,181,64,31,70,50,94,105,119,14,160,34,8,152,15,197,159
201,76,181,63,32,70,51,94,105,119,14,160,34,8,151,15,197,159
202,76,181,63,32,70,51,93,105,119,14,159,35,8,150,15,197,159
203,76,180,62,32,70,51,93,105,119,14,159,35,8,149,15,197,160
204,76,180,62,33,71,51,93,105,119,14,158,36,8,148,14,197,160
205,76,179,62,33,71,52,93,106,118,14,158,37,8,147,14,197,160
206,76,179,61,33,71,52,93,106,118,14,157,37,8,146,14,197,161
207,76,178,61,34,72,52,93,106,118,14,157,38,8,145,14,197,161
208,76,178,60,34,72,53,93,106,118,13,156,38,8,144,14,196,161
209,76,177,60,35,72,53,93,106,118,13,156,39,8,143,14,196,162
210,75,177,59,35,72,53,92,106,118,13,155,40,8,141,13,196,162
211,75,176,59,35,73,54,92,106,118,13,155,40,8,140,13,196,162
212,75,176,58,36,73,54,92,106,117,13,154,41,8,139,13,196,162
213,75,175,58,36,73,54,92,106,117,13,154,42,8,138,13,196,163
214,75,175,57,36,73,55,92,106,117,13,153,43,8,136,13,196,163
215,75,174,57,37,74,55,92,106,117,13,153,43,8,135,13,196,163
216,75,173,57,37,74,55,91,106,117,13,152,44,8,134,13,196,164
217,75,173,56,38,74,56,91,106,117,13,152,45,8,133,12,196,164
218,74,172,56,38,74,56,91,106,116,13,151,45,8,131,12,196,164
219,74,172,55,38,75,57,91,106,116,13,151,46,9,130,12,196,165
220,74,171,55,39,75,57,91,106,116,13,150,47,9,128,12,195,165
221,74,170,54,39,75,57,90,106,116,12,150,48,9,127,12,195,165
222,74,170,54,40,75,58,90,106,116,12,149,48,9,126,12,195,166
223,74,169,53,40,76,58,90,106,115,12,149,49,9,124,11,195,166
224,74,168,53,41,76,59,90,106,115,12,148,50,9,123,11,195,166
225,73,167,52,41,76,59,90,106,115,12,148,51,9,121,11,195,167
226,73,167,52,42,76,60,89,105,115,12,148,51,9,120,11,195,167
227,73,166,52,42,76,60,89,105,114,12,147,52,9,119,11,195,167
228,73,165,51,42,77,61,89,105,114,12,147,53,9,117,11,195,167
229,73,165,51,43,77,61,89,105,114,12,146,54,9,116,11,195,168
230,73,164,50,43,77,62,88,105,114,12,146,54,10,114,11,195,168
231,72,163,50,44,77,62,88,105,113,12,145,55,10,113,10,195,168
232,72,162,50,44,77,63,88,105,113,12,145,56,10,111,10,195,169
233,72,162,49,45,77,63,88,105,113,11,144,56,10,110,10,195,169
234,72,161,49,45,78,64,87,105,112,11,144,57,10,108,10,195,169
235,72,160,49,46,78,64,87,105,112,11,144,58,10,107,10,195,169
236,72,160,48,46,78,65,87,105,112,11,143,59,10,105,10,195,170
237,71,159,48,47,78,66,86,104,112,11,143,59,10,104,10,194,170
238,71,158,48,47,78,66,86,104,111,11,142,60,11,102,10,194,170
239,71,157,47,48,78,67,86,104,111,11,142,61,11,101,10,194,170
240,71,157,47,48,78,67,85,104,111,11,142,62,11,99,10,194,171
241,71,156,47,49,78,68,85,104,110,11,141,62,11,98,9,194,171
242,71,155,47,50,78,68,85,104,110,11,141,63,11,96,9,194,171
243,70,154,46,50,79,69,84,104,110,11,140,64,11,95,9,194,171
244,70,154,46,51,79,70,84,104,109,11,140,64,11,93,9,194,172
245,70,153,46,52,79,70,84,103,109,11,140,65,12,92,9,194,172
246,70,152,46,52,79,71,83,103,109,10,139,66,12,90,9,194,172
247,69,152,46,53,79,71,83,103,108,10,139,66,12,89,9,194,172
248,69,151,45,54,79,72,82,103,108,10,139,67,12,87,9,194,172
249,69,150,45,54,79,73,82,103,108,10,138,68,12,86,9,194,173
250,69,150,45,55,79,73,82,103,107,10,138,68,12,85,9,194,173
251,68,149,45,56,79,74,81,103,107,10,138,69,13,83,9,194,173
252,68,148,45,57,79,74,81,103,106,10,137,70,13,82,9,194,173
253,68,148,45,58,79,75,80,103,106,10,137,70,13,80,9,194,174
254,68,147,45,59,79,76,80,103,106,10,137,71,13,79,9,194,174
255,67,146,45,60,79,76,79,102,105,10,136,72,13,78,8,194,174
256,67,146,45,61,79,77,79,102,105,10,136,72,14,76,8,194,174
257,67,145,45,62,79,77,78,102,104,10,136,73,14,75,8,194,174
258,66,144,45,63,79,78,78,102,104,10,135,73,14,73,8,194,175
259,66,144,45,64,79,79,77,102,104,10,135,74,14,72,8,194,175
260,66,143,45,65,79,79,77,102,103,10,135,74,15,71,8,194,175
261,65,142,45,66,79,80,76,102,103,10,135,75,15,70,8,194,175
262,65,142,45,68,79,80,76,102,102,9,134,75,15,68,8,194,175
263,65,141,45,69,79,81,75,102,102,9,134,76,15,67,8,194,175
264,64,141,45,70,79,81,75,102,102,9,134,76,15,66,8,194,176
265,64,140,45,71,79,82,74,102,101,9,134,77,16,65,8,194,176
266,63,139,45,73,79,83,74,102,101,9,133,77,16,63,8,194,176
267,63,139,45,74,79,83,73,102,100,9,133,78,16,62,8,194,176
268,63,138,45,76,79,84,72,102,100,9,133,78,16,61,8,194,176
269,62,138,45,77,78,84,72,103,100,9,133,79,17,60,8,194,176
270,62,137,45,78,78,85,71,103,99,9,133,79,17,59,8,194,177
271,61,137,45,80,78,85,71,103,99,9,132,79,17,58,8,193,177
272,61,136,45,81,78,86,70,103,98,9,132,80,17,56,8,193,177
273,60,136,45,83,78,86,69,103,98,9,132,80,18,55,8,193,177
274,60,135,45,84,78,87,69,103,97,9,132,81,18,54,8,193,177
275,59,135,45,86,78,87,68,103,97,9,132,81,18,53,8,193,177
276,59,134,46,87,78,87,68,103,97,9,132,81,18,52,8,193,177
277,58,134,46,89,77,88,67,104,96,9,132,82,19,51,8,193,177
278,57,133,46,90,77,88,66,104,96,9,132,82,19,50,8,193,177
279,57,133,46,92,77,89,66,104,95,9,132,82,19,49,8,193,178
280,56,132,46,93,77,89,65,104,95,9,131,83,19,48,8,193,178
281,56,132,46,95,77,90,64,105,94,9,131,83,20,48,8,193,178
282,55,131,46,96,77,90,64,105,94,9,131,83,20,47,8,193,178
283,55,131,46,98,76,90,63,105,93,9,131,83,20,46,8,193,178
284,54,130,47,99,76,91,62,106,93,9,131,84,20,45,8,193,178
285,53,130,47,101,76,91,62,106,93,9,131,84,21,44,8,193,178
286,53,130,47,102,76,91,61,106,92,9,131,84,21,43,8,193,178
287,52,129,47,103,76,92,61,107,92,9,131,84,21,43,8,193,178
288,51,129,47,105,75,92,60,107,91,9,131,85,21,42,9,193,178
289,51,128,47,106,75,92,59,107,91,9,131,85,22,41,9,193,178
290,50,128,47,108,75,93,59,108,90,9,131,85,22,40,9,193,178
291,50,128,47,109,75,93,58,108,90,9,131,85,22,40,9,193,178
292,49,127,48,111,74,93,57,109,89,9,131,85,22,39,9,193,178
293,48,127,48,112,74,94,57,109,89,9,131,85,22,38,9,193,178
294,48,126,48,114,74,94,56,110,89,9,132,86,23,38,9,193,178
295,47,126,48,115,74,94,56,110,88,9,132,86,23,37,9,193,178
296,46,126,48,117,73,94,55,111,88,9,132,86,23,36,9,193,178
297,46,125,48,118,73,95,54,111,87,9,132,86,23,36,9,193,178
298,45,125,48,120,73,95,54,112,87,9,132,86,23,35,9,193,177
299,44,125,49,121,72,95,53,112,86,9,132,86,23,35,9,193,177
300,43,124,49,123,72,95,53,113,86,9,132,87,24,34,9,193,177
301,43,124,49,124,72,96,52,113,85,9,132,87,24,33,9,193,177
302,42,124,49,126,72,96,51,114,85,9,132,87,24,33,9,193,177
303,41,123,49,127,71,96,51,114,84,9,132,87,24,32,9,193,177
304,41,123,49,128,71,96,50,115,84,9,133,87,24,32,9,193,177
305,40,123,49,130,71,97,50,116,83,9,133,87,24,31,9,193,177
306,39,122,50,131,70,97,49,116,83,9,133,87,24,31,9,193,177
307,39,122,50,133,70,97,48,117,83,9,133,87,24,30,9,193,176
308,38,122,50,134,70,97,48,117,82,9,133,87,24,30,9,193,176
309,37,121,50,136,69,97,47,118,82,9,133,87,24,30,10,193,176
310,37,121,50,137,69,98,47,118,81,9,133,87,24,29,10,193,176
311,36,121,50,139,69,98,46,119,81,9,134,88,24,29,10,193,176
312,35,120,50,140,68,98,46,120,80,9,134,88,24,28,10,192,176
313,34,120,50,142,68,98,45,120,80,9,134,88,25,28,10,192,175
314,34,120,51,143,68,98,44,121,79,9,134,88,25,28,10,192,175
315,33,120,51,145,67,98,44,122,79,9,134,88,25,27,10,192,175
316,32,119,51,146,67,99,43,122,78,9,134,88,25,27,10,192,175
317,32,119,51,148,67,99,43,123,78,9,135,88,25,26,10,192,175
318,31,119,51,149,66,99,42,123,78,9,135,88,24,26,10,192,175
319,30,118,51,150,66,99,42,124,77,9,135,88,24,26,10,192,174
320,29,118,51,152,66,99,41,125,77,9,135,88,24,25,10,192,174
321,29,118,51,153,65,99,40,125,76,9,135,88,24,25,10,192,174
322,28,118,52,155,65,100,40,126,76,9,135,88,24,25,10,192,174
323,27,117,52,156,65,100,39,127,75,9,136,88,24,24,10,192,174
324,27,117,52,158,64,100,39,127,75,9,136,88,24,24,10,192,173
325,26,117,52,159,64,100,38,128,74,9,136,88,24,24,10,192,173
326,25,116,52,161,64,100,38,128,74,9,136,88,24,24,10,191,173
327,24,116,52,162,63,100,37,129,73,9,136,88,24,23,10,191,173
328,24,116,52,164,63,100,36,130,73,9,136,88,24,23,10,191,173
329,23,116,52,165,63,101,36,130,72,9,137,88,24,23,10,191,172
330,22,115,52,167,62,101,35,131,72,9,137,88,24,23,11,191,172
331,22,115,53,168,62,101,35,132,72,9,137,88,23,22,11,191,172
332,21,115,53,170,62,101,34,132,71,9,137,88,23,22,11,191,172
333,20,115,53,171,61,101,34,133,71,9,137,88,23,22,11,191,172
334,19,114,53,173,61,101,33,134,70,9,137,88,23,21,11,191,171
335,19,114,53,174,61,102,32,134,70,9,138,88,23,21,11,190,171
336,18,114,53,175,60,102,32,135,69,9,138,88,23,21,11,190,171
337,17,113,53,177,60,102,31,135,69,9,138,88,23,21,11,190,171
338,17,113,53,178,60,102,31,136,68,9,138,88,23,21,11,190,171
339,16,113,53,180,59,102,30,137,68,9,138,88,22,20,11,190,170
340,15,113,53,181,59,102,30,137,67,9,138,88,22,20,11,190,170
341,15,112,54,183,59,102,29,138,67,9,139,88,22,20,11,190,170
342,14,112,54,184,59,103,28,139,67,9,139,88,22,20,11,190,170
343,13,112,54,186,58,103,28,139,66,9,139,88,22,19,11,190,170
344,12,111,54,187,58,103,27,140,66,9,139,88,22,19,11,189,169
345,12,111,54,189,58,103,27,140,65,9,139,88,21,19,11,189,169
346,11,111,54,190,57,103,26,141,65,9,139,88,21,19,11,189,169
347,10,111,54,192,57,103,26,142,64,9,140,88,21,18,11,189,169
348,10,110,54,193,57,103,25,142,64,9,140,88,21,18,11,189,168
349,9,110,54,195,56,104,24,143,63,9,140,88,21,18,11,189,168
350,8,110,54,196,56,104,24,144,63,9,140,88,21,18,11,189,168
351,8,110,55,197,56,104,23,144,62,9,140,88,20,17,11,189,168
352,7,109,55,199,55,104,23,145,62,9,140,88,20,17,11,188,168
353,6,109,55,200,55,104,22,146,62,9,141,88,20,17,11,188,167
354,6,109,55,202,55,104,22,146,61,9,141,88,20,17,11,188,167
355,5,108,55,203,55,105,21,147,61,9,141,88,20,17,12,188,167
356,4,108,55,205,54,105,20,147,60,9,141,88,19,16,12,188,167
357,4,108,55,206,54,105,20,148,60,9,141,88,19,16,12,188,167
358,3,108,55,208,54,105,19,149,59,9,142,88,19,16,12,188,166
359,2,107,55,209,53,105,19,149,59,9,142,88,19,16,12,187,166
360,2,107,55,211,53,105,18,150,58,9,142,88,19,15,12,187,166
361,1,107,56,212,53,105,18,151,58,9,142,88,19,15,12,187,166
362,0,107,56,214,52,106,17,151,57,9,142,88,18,15,12,187,166
363,0,106,56,215,52,106,16,152,57,9,142,88,18,15,12,187,165
364,0,106,56,217,52,106,16,152,57,9,143,88,18,15,12,187,165
365,-1,106,56,218,51,106,15,153,56,9,143,88,18,14,12,187,165
